rating,tanggal,ulasan,sentimen,,label
5,7 tahun lalu,Tempat belanja nyaman dan barakah. Saat Adzan selalu ada pengumuman mengingatkan untuk sholat. Masjid nya besar. Parkir gratis. Barang belanjaan lengkap. Trmpat permainan anak juga ada di dalam. kerja sama dengan kids fun. pelayanan juga sangat baik.,positif,,2
5,6 tahun lalu,"Tempat belanja, bermain, yg asik. Barang lengkap. Harga murah. Banyak promo. Sering mengadakan bazar dan festival. Dekat dengan masjid dan arena pacu kuda. Pokoknya wah. Apalagi parkirnya luas.",positif,,2
4,4 tahun lalu,"Suasananya berasa kayak di swalayan arab, klo udh waktunya sholat adzan nya mulai terdengar. Selain itu snack, dan lain-lain nya komplit. Harga nya agak miring dibanding tempat lain, pelayanannya juga ramah. Ditempat parkir juga lebar, ada banyak stand"" Makanan didepan swalayan. 👌👌👌",positif,,2
5,4 tahun lalu,"Tempat belanja bulanan yang hampir sama seperti super market lain. Di sini tersedia banyak stan busana muslim dan sering digelar Islamic book fair.
Di ujung kanan ada resto Vien yg menjual salad dan timlo maknyus.
Asyiknya di sini parkir gratis ada ada masjid besar.",positif,,2
5,6 tahun lalu,tempatnya luas.. ada masjid besar.. toilet bersih.. tempat parkir luas.. parkir gratis dan ada penjaganya.. produk tersusun rapi dan ada tulisan kategori produknya.. ada game center buat anak2.. ada food court juga.. ada atm center..,positif,,2
5,5 tahun lalu,"Tempatnya luas
- Parkinya motor belakang dan cukup luas & Gratis
- Parkir Mobil di depan juga gratis
- Tempat belanjanya nyaman dan juga bersih
- Masjidnya sangat besar dan juga nyaman

Sudah langganan di sini sejak dulu kala",positif,,2
5,8 tahun lalu,"Tempatnya bagus, rapi, bersih, besar & islami.",positif,,2
5,6 tahun lalu,"One stop shopping utk belanja bulanan.
Ada fresh market, alat tulis, produk fashion, meubel bahkan mobil pun ada.
Di luar ada coffe shop dan foodcourt dg byk pilihan menu, ada arena berkuda, memanah dan cuci mobil di area barat kompleks.
Jika bertepatan dg event pameran buku bisa skalian blanja buku.",positif,,2
5,7 tahun lalu,"Parkir luass..akomodasi kuliner banyak,masjid,sampe steamer mobil. Kadang sambil liat bursa mobil disitu. Terpadu,ramah anak,bs bwt rest area bwt traveller yg lintas solo-jogja-semarang Via Kartasura",positif,,2
5,7 tahun lalu,"Love this place
Strategis
Untuk tempat belanja yang lengkap dan harga terjangkau
Tersedia tempat parkir yang sangat luas
Ada stand makanan yg bervariasi
Juga tempat makan dgn menu yg sdh tidak asing di kalangan org solo.
Ada toko furniture
Penjualan mobil indoor lho, mobil second outdoor, stand baju serta ada tempat bermain kuda dan memanah
Ada playground di dalam utk yg membawa anak anak",positif,,2
5,4 tahun lalu,"💌 Parkir Luas
💌 Ada masjid dan rutin berjamaah
💌 Ada arena berkuda
💌 Ada food court di dalam gedung dan luar gedung dan variannya banyak, jadi kalap kan pengen beli yang mana...
💌 Kebersihan bintang 4
💌 Selalu ada stand² pameran di depan swalayan meskipun tidak ada event
💌 Harga terjangkau, tetapi sedikit sekali harga promo",positif,,2
3,7 tahun lalu,"Tempat bernuansa islami,
Masjid besar dan bagus, kuliner dan food court lumayan banyak.
Game station jg ada, biarpun kurang lengkap.
Untuk barang yg di jual di swalayan, kurang begitu lengkap.
Cocok untuk belanja kebutuhan rumah tangga.",positif,,2
5,5 tahun lalu,"Supermarket terlengkap,
Ada kuliner juga,
Masjidnya gede.
Barber ,..
Parkir nyanluas, plus parkirnya free,,
Lengkap pokoknya  ,
Rekomendasi buat yang mau belanja dan nyari kebutuhan apapun hehehehe,
Kebutuhan muslim kaya fasion dan produk halal mulimpah 😊, rekomend pokoknya.",positif,,2
5,2 tahun lalu,"Lengkap, harganya terjangkau sekali, parkiran luas, banyak tempat makan dan ada masjid juga.",positif,,2
5,7 tahun lalu,"Pusat perbelanjaan keluarga
. menyediakan berbagai macam sembako
. Perlengkapan mandi
. perlengkapan rumah tangga
. Terdapat pameran buku , hijab
. Sekaligus terdapat pameran mobil untuk jual beli mobil
.terdapat masjid yang besar An megaah
.lokasi strategis daerah kampus UMS
.parkir luas
.harga kompetitif
. Pelayanan ramah",positif,,2
5,2 tahun lalu,Belanja disini salah satu tempat yang favorit. Nyaman buat berbelanja. Tempat juga luas dan barang yang disediakan juga lengkap. Pokoknya puas deh kalo belanja disini,positif,,2
1,3 tahun lalu,Kebiasaan sudah tidak pakai masker. Ga bawa masker ya wes pulang ga jadi belanja disitu .  Mungkin manajemen perlu menyiapkan masker apabila ada pengunjung yg lupa ga bawa masker kalau memang mewajibkan pakai. Daripada ga jadi belanja.,netral,,1
4,3 tahun lalu,"Luas, pilihan barang beragam, harganya terjangkau. Kadang ada bazaar buku/baju. Stand makanan juga banyak. Oke.",positif,,2
4,7 tahun lalu,"Assalam Hypermarket merupakan salah satu pusat perbelanjaan yg cukup lama beroperasi di wilayah khususnya kartasura, sukoharjo. Dahulu bernama Goro Assalam dan sekarang telah berganti nama.
Assalam hypermarket cukup bisa diandalkan bagi masyarakat yang ingin membeli kebutuhan bulanan khsusnya saya yang tiap bulan selalu mengandalkan hypermartnya untuk melengkapi kebutuhan bulanan saya.
Lokasinya cukup strategis dan mudah dijangkau dengan kendaraan pribadi ataupun kendaraan umum maupun kendaraan lintas provinsi (bus).
Dari arah solo, bisa berjalan ke arah kartasura, lokasinya tepat setelah POM Bensin mendungan berada di sebelah kanan jalan.
Dari arah jogja maupun boyolali, bisa berjalan menuju arah pabelan.
Untuk transportasi umum, khususnya Bus Batik sudah tersedia halte yang tepat berada di depan lokasi.
Semoga bermanfaat.",positif,,2
5,6 tahun lalu,Ada tempat untuk permainan anak2. Menjual kebutuhan sehari2. Tersedia atm. Parkir luas. Tersedia masjid. Sering ada bazar buku bazar kerudung baju muslim,positif,,2
5,4 tahun lalu,"Masjid nya bersih banget, tempat makannya juga bersih dan rapih",positif,,2
5,6 tahun lalu,"Suka bgt ke goro, udah deket rumah murang* lengkap dan ga bayar parkir lg 😁 apalagi klo pas ada bazarrr.. uhhh surga bgt sampe bingung milih mau beli baju , buku atau belanja bulanan dlu yaa 🤣 foodcourt nya enak*... o iya ada salah satu warung yg sistem bayarnya seikhlas nya... MasyaAllah. Ini keren bgt....",positif,,2
5,5 tahun lalu,"Kebutuhan RT lumayan lengkap seperti hypermart dan lottemart..ada ikan segar buah dan sayur segar, baju, furniture dan mebutuhan sehari2 serta elektronik. Yang bawa anak jg bs main di kidsfun..diluar juga ada jajanan enak2..mantap pokoknya.",positif,,2
5,4 tahun lalu,"Paling favorit dan bikin adem tuh bs mlipir ke sini, sejak dr jaman kuliah dulu, kuliner banyak, fashion lengkap, kebutuhan sehari2pun ada..bahkan, bari tau klo skrg free parking (sudh belasan tahun ga kesini), sukses selalu Goro, berkah.. berkah dan berkah always 😊",positif,,2
5,6 tahun lalu,"Swalayan terlengkap dg harga grosir. Hampir semua kebutuhan rumahtangga maupun kebutuhan musafir/pelancong yg sedang melewati akan terpuaskan ada masjid luas, kuliner beragam, jajanan dll",positif,,2
5,Diedit 6 tahun lalu,"Super Market yang Lengkap dengan harga yang ekonomis, luas , longgar, rapi dan bersih.
Parkir Luas, di dalam Komplek ada mesjid yang besar dan bersih,
ada juga area jajanan / makan / warung makan yg lengkap dan bervariatif.",positif,,2
5,Diedit 6 tahun lalu,"Shopping centre yg kumplit dan murah, didukung food garden yg enak dan beragam, parkir gratis, dan tempat ibadah yg luas. Ditambah area car wash dan permainan anak, memanah dan berkuda, asik bener buat keluarga.",positif,,2
5,5 tahun lalu,"1. Parkir luas dan pastinya GRATIS
2. Jarak antar rak/ etalase lebar jadi gak bakal beedesakan dengan pengunjung lain bahkan untuk jalan 2 arah dengan masing2 bawa troly pun msh longgar
3. Ada fasilitas kursi pijat dengan tarif murah meriah di dalam marketnya jadi buat bapak2 yg mau istirahat karena kecapekan mengikuti alur belanja istri bisa pakai ini haha
4. Kasir super ramah dan loketnya banyak",positif,,2
5,4 tahun lalu,Ada tempat minum susu enak nama nya 2 SUSU,positif,,2
5,2 tahun lalu,Lokasinya luaaaassss.. Komplit.. Ada masjid besarnya juga.. Parkir oke.. Tempat makan ok.. Mainan anak ok.. Swalayan ok banget..,positif,,2
5,4 tahun lalu,"tempat yang nyaman untuk belanja insyaAllah. harga wajar cenderung murah, kalau belanja ada undian mobil setiap setahun sekali. ada kios pedagang yg jual buku, baju muslim juga.",positif,,2
5,9 tahun lalu,"Yang terkenal dan spesial dari tempat ini adalah event ""islamic solo book fair"" yang diadakan smsebulan atau dua bulan sekali selama 7 hari. Event ini menyediakan berbagai macam diskon untuk item khususnya buku islam dan pakaian",positif,,2
5,4 tahun lalu,"Lokasi : strategis berada di jalan raya yang ramai

Parkir : luas, nyaman dan GRATIS

Tempat : bersih, tertata bagus dan rapi

Fasilitas lain : mushola, toilet, tempat bermain anak, toko buku, foodcourt, barbershop, cuci mobil, jual mobil

Barang yang dijual : banyak variasinya, harganya pun tergolong menarik, banyak promo dan bisa tukar kupon hadiah yang akan diundi nantinya",positif,,2
4,8 tahun lalu,"(+) lengkap, luas, banyak buah, ada troli, bisa beli barang langsung pack gitu, harga terjangkau, parkir motor dan toilet gratis
(-) banyak kardus (ada isinya) ditumpuk di area belanja",positif,,2
5,5 tahun lalu,"Praktis banget kalo ke sini.. Motor atau mobil bisa kita cucikan di samping tempat parkir goro.. While.. Kita nunggu cucian seleSai sambil shopping. Hehe... Trrus kalo waktu sholat tiba,  tinggal cuss ke masjid nya ada deket situh. Duit bisa ambil di ATM berada paling depan saat masuk gerbang goro assalam. Kalo laper,  ada food court di samping goro.  Enak khan.. Yuk yess..",positif,,2
5,5 tahun lalu,"Sering kesini karena ada pameran buku murah, lain kali saya foto. Parkir gratis, ada dealer & tempat cuci mobil, food court mantap, swalayan lumayan lengkap & pelayanan oke.

Sukses terus Assalam Hypermarket !",positif,,2
4,Diedit 4 tahun lalu,"Tempat belanja yang lumayan lengkap untuk kebutuhan sehari-hari. Sayur, buah, sembako, alat kebersihan, pakaian, dll. Ada masjid besar, parkir luas dan gratis.",positif,,2
4,7 tahun lalu,"Tempatnya luas.. parkirannya jg luas & gratis.. Harganya standar.. Selain tmpt belanja kebutuhan sehari2, ada jg kajian yg diadakan minggu pagi di masjid Assalam.. Selain itu sering diadakan event2..",positif,,2
5,4 tahun lalu,"Termasuk swalayan yg lengkap dan luas, ada juga fresh food. Sering ada pameran juga pameran gamis, buku, dll. Di luar bangunan juga banyak jajanan. Parkiran luas",positif,,2
5,setahun lalu,Lengkap dan harga murah,positif,,2
5,5 tahun lalu,"Kami kalau belanja bulanan selalu disini, Alhamdulillah tempatnya luas dan nyaman, harga lebih murah dibanding hypermarket yg lain, parkiran luas dan gratis pula..,
cuman disituasi pandemi sekarang ini mohon ada pembatasan tegas untuk pengunjung yg membawa anak kecil, kasihan anak2 disini masih bebas ngapa2in, padahal mereka baiknya dirumah saja..,
Di Hypermarket yg lain dan mall2 yg sudah buka, anak kecil tegas dilarang masuk dan keamanan selalu keliling kontrol pengunjung agar selalu tertib pakai masker.,
Mohon bisa dijadikan evaluasi, tks..,",positif,,2
5,5 tahun lalu,"Kalau belanja bulanan bagus di sini, mbatheni wong Islam. Tempat luas, parkir luas, nyaman juga. Bisa juga belanja peralatan untuk laki-laki: pertukangan, pengelasan, kunci-kunci, listrik, dll.",positif,,2
5,setahun lalu,"tempatnya luas, cukup lengkap, harganya juga terhitung murah",positif,,2
5,7 tahun lalu,"Tempat yang menyenangkan, banyak fasilitasnya seperti masjid besar, tempat bermain untuk anak, dan hypermarket. Ditambah lagi sedang ada pameran di sana, buruan datang, pameran buka sampai besok Sabtu, 13 Oktober 2018 sampai jam 9 malam",positif,,2
5,Diedit 7 tahun lalu,"Bismillah
Assalamualaikum warahmatullahi wa barakatuh
Assalaam Hypermarket tempat atau pasar yang sangat luas, halaman luas parkir luas lengkap ada masjid besarnya . . Sering dipakai untuk acara muslim fair . . Jadi tempat favorit mencari barang dan baju2 syari disini saat muslim fair . . Ada juga dihalaman depan dipakai untuk jual beli mobil, bagus bagus mobil yang dijual . . Bagian belakang tempat jual sayur dan buah-buahan,

Dulu ada juga tempat pencucian helm, depan gedung persis banyak kuliner yang sangat sedap dan mantab

Buku buku

Good ... favorit

Wassalamu'alaikum warahmatullahi wa barakatuh
Semoga bermanfaat",positif,,2
5,7 tahun lalu,LENGKAP MULAI DARI SEMBAKO BAJU ALAT DAPUR ELEKTRONIK DAN ADA WAHANA MAINAN BUAT PARA BUNDA YANG PUNYA ANAK ANAK,positif,,2
5,7 tahun lalu,"Tempatnya nyaman, parkir luas dan gratis, harga di supermarket nya murah, kuliner juga komplit. Ada masjid besar. Akses jalan mudah. Saya senang disini karena tidak terlalu ramai dan naik turun.",positif,,2
5,5 tahun lalu,"Nyaman ga takut paper Krn ada stand makanan komplit, ibadah ada masjid yg besar, soal harga jangan takuttt...",positif,,2
4,Diedit 7 tahun lalu,"Bukan termasuk mall sebenarnya, tapi tempat ini merupakan salah satu pusat perbelanjaan yang ramai dikunjungi masyarakat khususnya area Solo/Sukoharjo. Mulai dari kebutuhan rumah tangga sampai fashion ada disini. Jika pengunjung datang kesini membawa anak-anak, mereka juga tidak perlu khawatir jika anak mulai rewel karena disini juga ada arena bermain yang bisa dimainkan cukup dengan membeli koin di kasir.",positif,,2
4,7 tahun lalu,"Tempatnya tenang,, klo masuk waktu sholat akan ada info utk sholat berjamaah 👍👍. Ddalamnya ada arena bermain anak, stand"" toko pakaian muslim dan jg swalayan. Pelayanan ramah.",positif,,2
5,6 tahun lalu,"Tenpat belanja yang lengkap dan terdekat dari kartosuro, islami dan menyediakan keperluan sehari-hari. Tersedia hall untuk pameran dan outlet bagi umkm. Di sini tersedia Masjid untuk tempat sholat bagi semua muslim yang berada di sekitar Mypermart da lokasinya di dalam lingkungan. Kalau mencar Mobil bekas, di halaman perkirnya tersedia showroom mobil bekar nerbagai merk. Jadi butuh apapun di sini bisa didapatkan. Selamat berbelanja",positif,,2
4,7 tahun lalu,"Yang berkesan disini g cuman tempat belanjanya yang luas, tapi juga masjid yang gede, nyaman, dan terpisah dari tempat belanjaan, jadi ibarat habis mikir dunia trus mikir akhirat hheee. Untuk ukuran hypermarket yg pernah gw kunjungin...ini yg 'most wanted'",positif,,2
5,4 tahun lalu,"Deket dengan WULING AJM SOLO PABELAN.

Dealer resmi penjualan merk Wuling, Brand Global dari China yg memiliki pabrik di Cikarang Bekasi Indonesia, sama seperti Mitsubishi dan Suzuki yang menjadi satu di kawasan industri Delta Mas.

Memiliki berbagai macam model dgn harga yang terjangkau mulai 150 jutaan (Formo, Confero), 200 jutaan (Cortez, Almaz SE), dan 300 jutaan (Almaz, Almaz RS) sangat cocok buat meningkatkan kebanggaan masyarakat Solo.

Silakan beli disini, lebih dekat dengan anda dalam kemudahan pelayanannya.",netral,,1
4,7 tahun lalu,"Tempat favorite anak saya nongkrong alias maen .bisa maen mobil2lan , atau maen pake koin yang murce 1000 perak.parkiran luas ada masjidnya .dan ada juga tempat untukk cuci mobil.recomend buat belanja bulanan yang bawa anak .karena playground disini gak mahal.",positif,,2
5,5 tahun lalu,"Tempatnya cukup untuk dikunjungi ratusan konsumen. Luas dan menyediakan berbagai macam kebutuhan rumah tangga. Apalagi parkiran juga luas, jadi, lalu lalang konsumen cukup leluasa.",positif,,2
5,7 tahun lalu,"Murah , lengkap .nyaman ,aman  , parkir gratis lagi .luar biasa ....retail,juga grosir/utk pedagang . .....sayur ,daging ,ikan .beras.telur .gula ,teh  dlsb ,,,furniture .mobil .pakaian ...aku bilang terlengkaplah ..cocok utk klas menengah kebawah ...tapi aku heran ya kok ga ada chines nya ya .....baik personll dan pengunjungnya ...gak ktemu tuh ...",positif,,2
5,7 tahun lalu,"Sering ada pameran buku dan fashion muslim murah disini. Masjidnya dekat, besar dan bersih. Parkirnya luas dan gratis. Ada food court dan bermacam arena main anak.",positif,,2
5,7 tahun lalu,"Favorit buat belanja bulanan.  Tempat e luas semuanya ada keperluan semua nya ada disini,  harganya terjangkau dan ada mainan anak anak nyaa juga disini yaa meskipun banyak juga org dewasanya yang ikutan main. Disini selalu gak ketinggalan buat beli buah karena buah nya masih seger segee",positif,,2
5,6 tahun lalu,"Kalau kamu anak kos dan pengen hemat, belanja disini aja. Bikin member biar kecipratan banyak promo. Harganya bersaing sama toko-toko lain. Belanja bulanan disini kalau aku pribadi ngabisin kisaran 100-150K: sabun, sampo, deterjen, snack, pembalut, dkk...",positif,,2
1,8 bulan lalu,Jelek bgt attitude pegawainya,netral,,0
4,7 tahun lalu,"(+) Lengkap banget segala kebutuhan ada
(+) Mall terdekat dan termurah bagi mahasiswa
(+) Ada buah dan sayur segar
(+) Ada ikan segar
(+) Ada wahana permainan anak
(+) Kasirnya banyak
(+) Ada booth menjual aneka pernak pernik",positif,,2
5,setahun lalu,"Bagus bgtt disini, pelayanan cepet, admin nya ramah bgt. Banyak diskon disini",positif,,2
4,7 tahun lalu,Melihat pametan buku dan fashion muslim d Goro Asaalam acara tahunan yg diadakan Goro. Akgirnya belu buku Amalan2 yg dicintai Allah karangan Ustad Abduss Shomad. Bukunya cukup bagus. Acara cukup meriah dan tak lupa mampir makan pecel pincuk madiun di Goro food. Salut atas acara ini semoga tiap tahun selalu meningkat kualitasnya,positif,,2
5,6 tahun lalu,"Lengkap, murah, ada wahana permainan anak anak, ada rumah makan enak enak.
Parkir luas. Dan yg istimewa, ada masjid dengan imam yg suaranya menyejukkan.",positif,,2
4,7 tahun lalu,"Tempat bagus dan nyaman untuk belanja, namun sayang nya kita harus muter nyari tempat parkiran,dan bagi yg pertama kesana pasti akan sedikit kebingungan, namun sudah ada security yg akan mengarah kan,dan juga tempat ibadahnya nyaman banget dan ada loker untuk menyimpan barang-barang kita",positif,,2
5,8 tahun lalu,"tempat untuk menghibur diri yang cukup nyaman..,
sambil menunggu ibu belanja kebutuhan rumah, bapak bisa nemenin anaknya maen di play child..,
slesai ibu belanja, smuanya bisa bareng2 menikmati kuliner di foodcenter-nya..,
pokoknya kumplit dah...",positif,,2
3,7 tahun lalu,"Masjid yg bagus, pelayanan dn parkir yg cukup luas. Tapi Mohon, mohon sekali dengan sangat.. utk Harga nya jangan terlalu Expensive for mahasiswa cost! 😣😒
Terimakasih wassalamu'alaikum.",negatif,,0
1,setahun lalu,"Kpd Bos Assalam hypermarket yg terhormat, Sangat disayangkan dan cukup kecewa, beli buah plum pada busuk semua, beli paket buah juga pada busuk, tlg dong buah yg ndak layak dimakan jgn dijual, kasihan yg beli😥😥😥😥#konsumenassalamhipermarket solo #goroassalam",negatif,,0
5,5 tahun lalu,Sudah bagus. Tempatnya bersih dan nyaman. Hanya saja utk masjid tempat masuk laki laki dan perempuan blom di pisah. Selain itu tabir batas antar jamaah laki dan perempuan juga masih pendek.,netral,,1
5,5 tahun lalu,Lumayan lengkap. Bisa jadi rujukan kalo lagi males ke solo kota. Dan kalo butuh sayur dadakan. Harga lumayan terjangkau. Oiyaa stand pakaian muslim juga cantik²,positif,,2
5,8 tahun lalu,"Sering ada event bazaar buku dan busana muslim yang komplit. Arena bermain anak2 walau kecil namun ckp lengkap dan murah, 1K per koin. Ada juga bursa mobkas",positif,,2
5,7 tahun lalu,"Supermarket yg suasananya Islami, pelayanan baik, sering ada bazar buku & fashion yg memudahkan utk membeli buku2/fashion. Akhir2 ini jg ada bazar  biro2 umroh & bazar properti. Ada masjid yg besar, stand makanan, dan permainan utk anak jg.",positif,,2
5,4 tahun lalu,"Tempat berbelanja yang nyaman, menyediakan kebutuhan harian dan keperluan lain. Pelayanan ramah. Parkir luas dan free.",positif,,2
5,8 tahun lalu,"""Goro Asalam"" ini, boleh dikatakan mall berciri khas Islam. Lokasinya besar dan luas, berada di tepi jalan raya Semarang Solo yang ramai dan padat. Dekat kampus UMS, tetapi bersebelahan dengan Rumah Sakit Islam Muhamadiyah, jalan menuju ke Kerten. Barang-barang yang ditawarkan lengkap, dari sembako sampai ke busana, kuliner, dan elektronik. Di sini juga sering diselenggarakan event-event besar, misalnya seminar, pameran buku, pameran komputer, dan lain-lain. Buka setiap hari dan pengunjungnya banyak.",positif,,2
4,4 tahun lalu,"Lumayan lengkap supermarketnya, tapi ada perubahan tempat barang-barang, jadi yang udah terbiasa ke sana mungkin harus ngafalin tempatnya lagi. Parkir gratis, ada banyak kucing jugaa",positif,,2
5,7 tahun lalu,"Harga barang nya cukup murah, ada mamber khusus untuk diskon kalo mau di jual kembali.
Parkiranya luas
Masjidnya gedhe banget.
Ada taman bermainya.
Biasa buat belanja mebel",positif,,2
3,5 tahun lalu,"Lengkap sih, luas sih, murah juga. Tapi selalu kepanasan kalo belanja kesitu.
Paling sebel kalo lagi ada bazaar yg makan parkiran, sebelnya ampe ubun"" 😖😖",negatif,,0
5,3 tahun lalu,"Melanja mudah, murah dan berkah.",positif,,2
5,8 tahun lalu,"Tempet belanja yg lengkap,bisa belanja krbutuhan sehari-hari,kuliner banyak warung makan ada soto giyem,stik.bebek pak s lamet dll,furniture,istirahat sholat karena ada masjid yg besar n parkiran luas juga ada bursa jual beli mobil pokoknya lengkap",positif,,2
5,6 tahun lalu,"Hypermarket ini adalah hypermarket yg lengkap dan murah dr peralatan rumah tangga,baju,sepatu,buah,daging,ikan,camilan"" Dll ada dan harganya beda dgn yg lain lebih murah disini kadang ditempat ini ada pameran-pameran,ada showroom mobil jg,tempat parkir luas,masjidnya jg besar,kalau nggak salah ada tempat berkudanya juga",positif,,2
4,7 tahun lalu,"Tempat belanja dengan harga terjangkau. Disini juga menjual baju2 dengan model kekinian. Walaupun mall ini belum begitu ramai. Tapi, aku rekomendasiin buat kalian yanga mau belanja bulanan dengan harga yang terjangkau. Foodcurt disini juga enak2 masakannya ga kalah sama mall2 lain",positif,,2
5,6 tahun lalu,"Parkir gratis dan area parkir luas,meskipun gratis tetap aman karena ada karcis parkirnya.harga juga murah dan isi komplit banyak pilihan,sering ada event yang menghibur dan menarik terutama untuk anak-anak seperti event lumba-lumba yang belum lama ini ada.lokasinya juga terletak dipinggir jalan raya sehingga mudah terlihat.",positif,,2
5,6 tahun lalu,"Tempat berbelanja kebutuhan rumah tangga yg cukup lengkap denga harga yg lebih bersaing dibandingkan hypermarket lain.Tersedia fasilitas yg cukup memadai termasuk  masjid ,tempat parkir dan tempat kuliner setempat.Juga terdapat tempat jual beli mobil bekas di area parkir dengan banyak pilihan.Tempat ini menjadi pusat kegiatan ekonomi dan kegiatan keislaman di area Kartosuro.",positif,,2
4,10 tahun lalu,"Lengkap deh jenis produk yang dijual, disini dijual pula busana dan alas kaki yang murah dan didiskon hingga 50%. Ada toko buku juga. Ada toko roti. Ada tempat permainan dingdong. Disamping mall ada banyak warung makanan. Parkirnya gratis.....",positif,,2
5,7 tahun lalu,"Pusat perbelanjaan buat para muslimin di solo nih. Cocok banget. Suasana yang Islami apalagi kalau ngepasi ada bazar buku murah disana dan acara kajian. Ayo-ayo, wujudkan kebangkitan ekonomi umat muslim dengan belanja di Assalaam Hypermarket. Keuntungan dari hasil perbelanjaan kalian akan disalurkan kepada pihak yang membutuhkan.",positif,,2
4,4 tahun lalu,"Komplit, harga barang2nya lebih murah dibanding toko grosir lain semacam Lottemart. Plus di waktu2 tertentu banyak promo2 & diskon. Plus lagi klo punya kartu pedagang harganya ada diskon lagi",positif,,2
1,3 tahun lalu,"Mantap, tanggal 21 des 2022 jam 09.53 WIB belum buka, padahal di web tertulis buka jam 08.00 WIB. Percuma ngunggulin kesan Islami tapi kualitas manajemen operasionalnya kek gini.",negatif,,0
5,8 tahun lalu,"Saya suka tempat ini karna tempat bermainnya sangat banyak sekali dan ada masjid dan tempat belanja nya sangat rapi dan mudah di cari orang dan ada yang menjual mobil ,makanan,dll. Dan yang paling saya suka adalah tempat parkir mobil atau motor sangat rapi dan kasir nya ramah dan baik dan sopan santun sekali 😊😊😊😊😊😊😊😊😊😊😊",positif,,2
5,5 tahun lalu,"Ready Stock
-Kemeja Jetbus Mercedes Benz harga Rp.130.000 diluar ongkir
Ukuran L,XL , XXL
-kemeja Sudiro Tungga jaya harga Rp.130.000
Ukuran L,XL,XXL
-sticker cutting
Harga diluar ongkos kirim dari kota solo
Order wa 081542870799",netral,,1
4,7 tahun lalu,"Tempat yang luas sampai-sampai capek muterin, ada dua tempat bermain, satu di depan satu di belalang kalo masuk buat belanja langsung lurus lahh itu tempat mainnya, beli buah disini lumayan murah bisa per ons, beli naget disini juga murah bisa perons juga pokoknya beli makanan disini boleh per ons, kalo mau cek harga disini juga ada pengecekan harga gak harus ke kasir buat mastiin harga, pelayanan ramah gak pake teriak"" gak pake lama... Kalo belanja kesini gak usah takut dempet""an soalnya luas sekali..,",positif,,2
5,5 bulan lalu,banyak banget promonya,positif,,2
5,6 tahun lalu,Tempat nya luas. Masjid nya bagus. Sering ada pameran buku dan fashion juga acara² menarik. Untuk pusat perbelanjaan tdk kalah dgn yg lain.,positif,,2
4,4 tahun lalu,"Tempatnya luas, mudah parkir, cuman didalam gedung nya Kurang tertata rapi, semoga kedepan nya bisa lebih baik lagi.",,,
5,5 tahun lalu,"Tempat belanja segala kebutuhan, lengkap, murah dan barang semua berkualitas. Pelayanan sangat baik dan ada banyak promo dan undian berhadiah umroh mobil motor tiap tahun. Mantap!",netral,,1
4,5 tahun lalu,"masih sama seperti dulu waktu di solo

tak banyak yg berubah

kesini klo pas lg ada pameran aja

pas ke solo eh proyek purwosarinya mangkrak 😑

mengganggu liburanku saja 🙄 ya gitu dah",negatif,,0
5,7 tahun lalu,"Belanja kebutuhan rumah tangga
Area strategis deket universitas muhammadiyah surakarta
Buah"" an segar tempat nyaman dan menyenangkan
Baju koko dan mukenah semua komplit
Dijamin puas 👌👌 pelayannan nya
Disana juga pernah di adakan pameran komputer apkomsa
Mempermudahkan mahasiswa dalam berbelanja 👍🙋
Barang komplit dan banyak foodcourt juga
Ada taman bermain anak""
Enjoyable lah",positif,,2
5,7 tahun lalu,"Tempat belanja ternyaman, apalagi pas ada event pameran buku dan baju muslim ini, bukunya pun menarik, harga baju pun oke dikantong mahasiswa, disana serasa ingin membeli semua bukunyaaa, kalau bisa sih event seperti itu diperpanjang waktunya 😂",positif,,2
3,10 tahun lalu,Parkir motor gratis. Tempat parkir motor tidak terlalu luas. Di dekat Goro ada masjid besar yang cukup representatif untuk salat. Bagian dalamnya luas. Sering ada pameran buku di sini.,positif,,2
5,setahun lalu,"Dekat dengan rumah...lengkap, bersih, parkir luasssss.... barokallah assalam Hypermart...maju terus dan sukses aamiin 🤲 👍",positif,,2
5,7 tahun lalu,Tempat belanja yang terletak di daerah Pabelan Kartasura ini menyediakan berbagai macam kebutuhan harian Anda.... Selain supermarket ada juga kios-kios yg menjual busana muslim...mainan anak.... Toko buku juga ada di bagian depan.... Tersedia juga pusat jajanan dan arena bermain games.... Ada juga masjid yang terletak di bagian luar... Tempat parkir juga luas.... Di sini juga sering diadakan book fair,positif,,2
3,6 tahun lalu,Tempat bagus dan lengkap tapi jum'at kemarin saya belanja di hypermarket..kebetulan lagi buru2 sampe rumah baru cek nota dan ada 1 barang yg ga saya beli masuk di nota.. saya cek di plastik belanjaan barang tersebut juga ga ada..padahal harganya lumayan mahal tuh barang..jadi agak kecewa sih bagian kasirnya kurang teliti..,negatif,,0
5,4 tahun lalu,"Aku 2x beli kacamata di selatan kasir, mbak nek kamu baca ini dan masih inget aku yang kalo beli kacamata malah minta pendapatmu ""cocok ga?"" itu aku, dan aku juga mau foto bareng kamu mbak hehe. Trus nanti fotone ben bisa di upload di review sini. Tapi nek wes ndue suami gak sido.",netral,,1
