ulasan,final_text,sentimen,label
"Tempat favorit utk mengajak anak anak main beraneka permainan.tempat belanja yg nyaman dg pelayanan kasir berhijab yg ramah,area parkir yg luas,food court yg menyediakan banyak menu makanan yg lezat dan halal,masjid yg besar dan bersih.dan banyaaak lagiih keseruan disana..yuukkzz ke Goro Assalam 😉😄",favorit ajak anak anak main aneka main belanja nyaman layan kasir hijab ramah area parkir luas food court sedia menu makan lezat halal masjid bersih banyaaak lagiih seru sana yuukkzz goro assalam,positif,1
"Hindari berbelanja pada pergantian waktu sholat, khususnya magrib, dan tanggal muda, tengah bulan, akhir bulan. Penumpukan di kasir. Dari 10 kasir hanya aktif 4-5",hindar belanja ganti sholat magrib tanggal muda tumpu kasir kasir aktif,negatif,0
Tempat swalayan bernuansa islami yang menjual berbagai keperluan sehari2 terdapat masjid yg besar di samping selain itu tempat ini juga sering digunakan untuk pameran buku dan herbal,swalayan nuansa islami jual perlu hari masjid samping pamer buku herbal,positif,1
"Harga terjangkau, barang lengkap. Ada pelayanan pajak kendaraan keliling, sering ada pameran baju muslim dan buku. Sukak deh!",harga jangkau barang lengkap layan pajak kendara keliling pamer baju muslim buku sukak,positif,1
"Tempat ini merupakan Moll segala kebutuhan rumahtangga, disekitarnya ada tempat parkir yg luas baik mobil maipun kendaraan, dan ada juga masjidnya. Manyap",moll butuh rumahtangga sekitar parkir luas mobil mai kendara masjid manyap,positif,1
"Petugas Parkir kurang ramah, Tetapi tempat nyaman, Bersih kok",tugas parkir ramah nyaman bersih,positif,1
"Produknya cukup lengkap dan harganya pun murah, tokonya luas tidak panas",produk lengkap harga murah toko luas panas,positif,1
"Kasirnya banyak, antrian tdk perlu menunggu terlalu lama. Membayar dgn cc ataupun debit tdk kena charge. Nyaman utk berbelanja",kasir antri tunggu bayar cc debit kena charge nyaman belanja,positif,1
"Supermarket yang ramah Islam.
Tempatnya luas, parkir gratis dan barangnya lumayan lengkap(ada sayur & buah segar). Diluar supermarket juga tersedia Masjid, Rumah Makan, dan Toilet",supermarket ramah islam tempat luas parkir gratis barang lumayan lengkap sayur buah segar luar supermarket sedia masjid rumah makan toilet,positif,1
"Hypermart yg pelayannya ok....dl pernah belanja buah...tp setelah dbayar brg tsb ketinggalan di kasir, namun kita sudah smp d rumah kita d telp...dkonfirmasi apakah membeli buah tsb, dan buah tsb akhirnya d antarkan sampai rumah kita...",hypermart layan dl belanja buah dbayar barang tsb tinggal kasir smp rumah telp dkonfirmasi beli buah tsb buah tsb antar rumah,positif,1
"Tempat yang luas, persediaan barang yg lengkap, harga yg terjangkau dan islami. Disini juga terdapat foodcourt, masjid yg megah dan sering dipakai untuk pameran dan bazar.",luas sedia barang lengkap harga jangkau islami foodcourt masjid megah pakai pamer bazar,positif,1
Ada tempat bermain panahan dan menunggang kuda. Juga ada foodcourt yg harganya murah meriah tapi bersih dan rasanya tetap nikmat.,main panah tunggang kuda foodcourt harga murah riah bersih nikmat,positif,1
"Tempatnya luas, pelayanan bagus, parkir aman n luas, bersih, sering n banyak promo, terjangkau ramah di kantong🤭🤭😊",tempat luas layan bagus parkir aman luas bersih promosi jangkau ramah kantong,positif,1
"Tempatnya sangat luas, lengkap untuk kebutuhan sehari-hari, harganya standart, untuk pelayanan lumayan ramah, parkirannya luas, tersedia juga masjid.",tempat luas lengkap butuh hari harga standart layan lumayan ramah parkir luas sedia masjid,positif,1
"Tempat nyaman, luas, besar, beragam, selalu ada harga promo dan fasilitas masjid, kmr mnd, tempat makan, atm, toko buku dll komplit",nyaman luas agam harga promosi fasilitas masjid kmr mnd makan atm toko buku dll komplit,positif,1
Hipermartnya sangat luas. harganya sangat murah. jadi cocok utk dijual lagi. apalagi kalo kita punya member pedangan. harga lebih murah lagi. pokoknya mantaaaf dech,hipermartnya luas harga murah cocok jual kalo member pedang harga murah pokok mantaaaf dech,positif,1
Dekat dan murah meriah,murah riah,positif,1
"Nuansa islami, luas, jarak antar rak cukup sehingga mudah simpangan troly. Banyak aneka kuliner harga terjangkau wong cilik.",nuansa islami luas jarak rak mudah simpang troly aneka kuliner harga jangkau cilik,positif,1
"segalany nyaman ... tempatny nyaman sekali ... pelayananny cpt nd ramah ... harga terjangkau, bny diskon ... ada tempt kulineran ... ada tmpt ibadah ... masjd ... ada rest area ...",segalany nyaman tempatny nyaman pelayananny cpt nd ramah harga jangkau bny diskon tempt kuliner ibadah masjd rest area,positif,1
"Harga Murah, parkir gratis dan luas, tidak terlalu rame jadi tidak Crowded, ada kids zone nya sehingga bs sambil nemenin anak main.",harga murah parkir gratis luas rame crowded kids zone nemenin anak main,positif,1
Parkir luas yaa.. ada kios makanan jg.. masjid jg ada.. tempat belanja jg luas tempat nya.. harga bersaing.. mantab buat belanja..,parkir luas yaa kios makan masjid belanja luas harga saing mantab belanja,positif,1
"Tmpat belanjanya komplit,kalo ada promo harga lbih murah dari pasaran.ada tmpat mainan untuk anak dlm satu ruangan shingga mudah mengawasinya",tmpat belanja komplit kalo promosi harga lbih murah pasar tmpat main anak dlm ruang shingga mudah awas,positif,1
"langganan belanja disini tempatnya nyaman, murah, kasirnya juga cepat jd bikin ga antrii tp sayang BA kosmetik nya kurang ramah🙏🏻",langgan belanja tempat nyaman murah kasir cepat bikin antri sayang ba kosmetik ramah,positif,1
"Tempat belanja kebutuhan sehari2, tepat bersih, parkir lumayan luas, ada masjid besar...😍",belanja butuh hari bersih parkir lumayan luas masjid,positif,1
Sebenarnya ok sih cuma di shelter ini pada aji mumpung sih menurut saya mahal kecuali minuman hg standart,shelter aji mumpung mahal kecuali minum hg standart,negatif,0
"Lengkap dan harga affordable, tersedia sayur dan buah2an segar juga, sering ada buah obral jadi murah tapi buah masih bagus",lengkap harga affordable sedia sayur buah segar buah obral murah buah bagus,positif,1
"Luas, untuk harga yang dijual disini standart si menurutku... cuman kurang AC wkwk jadi kadang sering panas didalem",luas harga jual standart turut cuman ac wkwk kadang panas dalem,positif,1
"Di goro assalam ada Solo Berkuda. Disana saya bisa bermain bersama keponakan saya, menaiki kuda, harganya murah, dan mas2nya ramah.. kalau mau naik kuda disolo tempat ini recomended",goro assalam solo kuda sana main keponakan kuda harga murah mas ramah kuda solo recomended,positif,1
Tersedianya masjid yang besar dan alhamdulilah selalu ramai. Sering diadakan book fair dan islamic fair. Parkir gratis,sedia masjid alhamdulilah ramai ada book fair islamic fair parkir gratis,positif,1
"Tempat belanja super lengkap, bukan hanya sembako tp ada juga sayur, ikan segar.
Apalagi kalau ada bazar, mau cari baju syar'i adaaa.....",belanja super lengkap sembako sayur ikan segar bazar cari baju syar adaaa,positif,1
"lumayan lengkap.. tempat luas, parkir juga luas.. ada masjid nya.. banyak tenant yang jualan di luar.. harga di hypermarket lebih murah..",lumayan lengkap luas parkir luas masjid tenant jual harga hypermarket murah,positif,1
Supermarket terdekat kalo lagi butuh dadakan,supermarket dekat kalo butuh dada,positif,1
Paling demen kalo ada bookfair. Parkir luas buat mobil n motor. Masjid jossss. Halaman parkir masjid jg luas,demen kalo bookfair parkir luas mobil motor masjid jossss halaman parkir masjid luas,positif,1
"Menyenangkan, parkir dan Masjid luas",senang parkir masjid luas,positif,1
"Tempat luas, nyaman, nggak bosen walau cuman keliling",luas nyaman bosen cuman keliling,positif,1
Ada Nakamura Holistic Therapy,nakamura holistic therapy,positif,1
Belanja disini nyaman banget...dekat masjid...ada banyak jajanan di luar..aneka macam jenisnya..ada barbershop...wah komplit deh...parkir juga nyaman,belanja nyaman masjid jajan aneka jenis barbershop komplit parkir nyaman,positif,1
"Tempat belanja yg luas,bersih dan lengkap. Dilengkapi dengan tempat parkir yg super luas. Di luar hypermart juga ada masjid besar yg megah dan nyaman.",belanja luas bersih lengkap lengkap parkir super luas hypermart masjid megah nyaman,positif,1
"Tempat nyaman, parkir gratis, barang fresh dan cukup lengkap, mulai dari frozen food maupun daging dan sayur fresh.. Harga pun terjangkau",nyaman parkir gratis barang fresh lengkap frozen food daging sayur fresh harga jangkau,positif,1
"Sering maen mampir ke sini buat beli buah, selain karena dekat rumah, harganya juga lebih murah daripada yang lain, tempatnya juga nyaman meskipun bangunanya lama tapi ac nya tetep dingin jadi nyaman berbelanja",maen mampir beli buah rumah harga murah tempat nyaman bangunanya ac tetep dingin nyaman belanja,positif,1
"Saya klo belanja bulanan ke Goro krn parkirnya luas tempatnya teduh, waktu sholat bisa ke Masjid dan nyaman waktu berbelanja.",belanja bulan goro parkir luas tempat teduh sholat masjid nyaman belanja,positif,1
"Tempat belanja komplit. Nyaman utk belanja, makan, apalagi sholat. Biasa jadi tempat singgah kalo mau pulkam lewat tawangmangu.",belanja komplit nyaman belanja makan sholat singgah kalo pulkam tawangmangu,positif,1
"tempat belanja yg cukup familiar, food courtnya banyak, Masjidnya bagus, tempat parkirnya luas, harga juga gak bikin kantong jebol, rekomended juga buat yg perjalanan untuk isoma",belanja familiar food courtnya masjid bagus parkir luas harga bikin kantong jebol rekomended jalan isoma,positif,1
"menurut saya barang2 spt buah,  sembako,  dan semua bahan yg d butuhkan d dlm rmh itu lebih murah drpd supermarket lainnya.  jadi di sini sy menjadikan salah satu destinasi belanja saya.",barang spt buah sembako bahan butuh dlm rmh murah drpd supermarket jadi salah destinasi belanja,positif,1
"tempat parkir luas, suasana santai, sejuk lorong untuk berjalan lebar  jadi ga berdesakan kalo mau belanja..",parkir luas suasana santai sejuk lorong jalan lebar desa kalo belanja,positif,1
"Tempat lengkap one stop shopping plus maajid dan foodcourt, ahowroom, berkuda, cuci, barber, jual tanaman. Nuansa syariah dan harga terjangkau.",lengkap one stop shopping plus maajid foodcourt ahowroom kuda cuci barber jual tanam nuansa syariah harga jangkau,positif,1
"Luas parkiran, luas hypermarketnya, nyaman utk belanja..... dan yg paling cocok sering ada pameran buku...😉",luas parkir luas hypermarketnya nyaman belanja cocok pamer buku,positif,1
Parkir luas masjid nyaman tempat makan banyak pilihan,parkir luas masjid nyaman makan pilih,positif,1
"tempat belanja keperluan dapur yang nyaman, tempat parkirnya luas dan gratis, cuma sayang  foodcourtnya diluar dan tidak ada koridor penghubungnya...",belanja perlu dapur nyaman parkir luas gratis sayang foodcourtnya luar koridor hubung,positif,1
"Seneng belanja disini tempatnya luas, komplit, masjidnya jg besar, tempatnya nyaman, pelayanan nya ramah, harga standar, banyak jajanan jajanan jg di depan 👌",neng belanja tempat luas komplit masjid tempat nyaman layan ramah harga standar jajan jajan,positif,1
"Belanja agak mahal...sering ada pameran buku islam, baju muslim dll, pameran mobil...area parkir biasa utk sholat hari raya...masjid luas dan nyaman..",belanja mahal pamer buku islam baju muslim dll pamer mobil area parkir sholat raya masjid luas nyaman,positif,1
"Mantab pokoknya
Rekomemded untuk belanja mingguan atau bulanan",mantab pokok rekomemded belanja minggu bulan,positif,1
"Tempat paling nyaman, enakkk buat belanja bulanannn",nyaman enakkk belanja bulanannn,positif,1
"Seneng banget belanja disini, lokasinya deket, ngga perlu jauh2, semuanya ada",neng belanja lokasi deket,positif,1
"Tempat belanja kebutuhan sehari2, baju, properti dan t4 bermain anak. Jika sedang ada pameran buku, gudangnya pecinta buku Islami",belanja butuh hari baju properti main anak pamer buku gudang cinta buku islami,positif,1
"Tempatnya bagus. Mewah. Cocok bagi muslim yang nyari barang bagus, Halal dan sekalian mau Sholat. Parkirnya juga gratis. Mantap lah",tempat bagus mewah cocok muslim nyari barang bagus halal sholat parkir gratis mantap,positif,1
"Berangkat ke assalam pulang2 wassalam hilang sepatuku di cantelan motor, sebelumnya temenku juga hilang belanjaannya sebelumnya tapi ketemu",berangkat assalam pulang wassalam hilang sepatu cantel motor temenku hilang belanja ketemu,negatif,0
"Lokasinya kan deket ums, banyak mahasiswa yg belanja bulanan di sini. Karna emng murah jg si. Rutin ngadain pameran buku dan fashion jg.",lokasi deket ums mahasiswa belanja bulan emng murah rutin ngadain pamer buku fashion,positif,1
"sebelah barat kampus UMS, tempat sangat luas,parkir luas,berbagai macam kebutuhan pokok komplit dan harga terjangkau yg pasti halal...",belah barat kampus ums luas parkir luas butuh pokok komplit harga jangkau halal,positif,1
"Saya sukaaa kesini komplit belanja,main untuk anak,aneka jajanan dan kuliner dan kadang ada event event yang menarik seperti pameran buku, busana muslim,pameran hewan,pameran elektronik,hp dll",sukaaa kesini komplit belanja main anak aneka jajan kuliner kadang event event tarik pamer buku busana muslim pamer hewan pamer elektronik hp dll,positif,1
Parkir sangat luas.. tempat belanja jg luas.. ada food courtnya jg.. tempat yg ideal buat belanja dan jg rest area...,parkir luas belanja luas food courtnya ideal belanja rest area,positif,1
"harga merakyat, belanja cukup hemat, banyak event disini contohnya lomba marawis, bazar pakaian muslim muslimah, bazar buku, dsb",harga rakyat belanja hemat event contoh lomba marawis bazar pakai muslim muslimah bazar buku dsb,positif,1
"Tempatnya bagus, rame, banyak yg jualan dan semuanya tersedia disini. Highly recommended",tempat bagus rame jual sedia highly recommended,positif,1
Parkir kendaraan luas dan nyaman,parkir kendara luas nyaman,positif,1
Tempat belanja bernuansa islami. Tempatnya luas dan sangat nyaman. Staf- stafnya ramah-ramah. Menjadi salah satu tempat belanja favorit keluarga kami.,belanja nuansa islami tempat luas nyaman staf staf ramah ramah salah belanja favorit keluarga,positif,1
"Capek belanja bisa nyobain kursi pijat disitu, cuma 10ribu untuk 10 menit, berlaku kelipatan 😀👍",capek belanja nyobain kursi pijat situ ribu menit laku kelipat,positif,1
"Untuk solat masjid komplek Assalam Hypermarket selalu menyenangkan.
Untuk harga barang belanjaan...termasuk standar tidak termasuk mahal ataupun murah. Supermarket nya luas dan lumayan lengkap.",solat masjid komplek assalam hypermarket senang harga barang belanja standar mahal murah supermarket luas lumayan lengkap,positif,1
"Supermarket bernuansa Muslim yang sangat ramah, bersih dan lengkap diarea solo barat. Harga sagat terjangkau, banyak diskon. Parkir sangatt luas. Good",supermarket nuansa muslim ramah bersih lengkap area solo barat harga sagat jangkau diskon parkir sangatt luas good,positif,1
"Pusat perbelanjaan yg sangat Bagus, dimana banyak fasilitas pendukung lainnya seperti lahan parkir gratis, masjid, warung makan",pusat belanja bagus mana fasilitas dukung lahan parkir gratis masjid warung makan,positif,1
"Barang dagangan komplit, kualitas ok, pelayanan cepat, areal toko dan parkir luas. Yg paling  utama masjidnya besar bagus.",barang dagang komplit kualitas layan cepat areal toko parkir luas utama masjid bagus,positif,1
Tempat belanja yg super nyaman didaerah Kartasura... Tempat luas parkir gratis... Banyak food court juga... Pkk.nya is the best lah...👍,belanja super nyaman daerah kartasura luas parkir gratis food court pkk is the best,positif,1
"Supermarket yang lengkap
Pelayanan baik
Parkiran luas, gratis untuk motor
Ada masjid",supermarket lengkap layan parkir luas gratis motor masjid,positif,1
Parkir luas. Masjid besar. Pokok e recommended,parkir luas masjid pokok recommended,positif,1
"Tempat belanja kebutuhan sehari-hari super lengkap murah dan fasilitas parkir yang luas.
Minus jika kondisi hujan sedikit repot ke parkiran",belanja butuh hari super lengkap murah fasilitas parkir luas minus kondisi hujan repot parkir,positif,1
Love buat belanja disini...... Parkir mudah apalagi buat emak emak kyk gue..... Harga murah..... Tempat belanja nyaman luas..... Komplit mau apa aja ada.....,love belanja parkir mudah emak emak harga murah belanja nyaman luas komplit,positif,1
Tempat belanja keluarga nuansa muslim dengan fasilitas masjid yang besar bisa untuk sholat jamaah jadi nyaman tidak usah khawatir untuk sholat berjamah tepat waktu,belanja keluarga nuansa muslim fasilitas masjid sholat jamaah nyaman khawatir sholat jamah,positif,1
"Tempat grosir lengkap, murah, tempat luas, parkir juga luas, pelatanan ramah",grosir lengkap murah luas parkir luas pelatanan ramah,positif,1
"Harga sangat terjangkauuuu, barang selalu update dan ditata dengan rapi,  pelayanan prima, kualitas barang baguuus, karyawan ramah-ramah. Rutin tiap bulan selalu kesinii",harga terjangkauuuu barang update tata rapi layan prima kualitas barang baguuus karyawan ramah ramah rutin kesini,positif,1
"senang ke assalam hypermarket karena yg mjaga stan ataupun kasirnya bpakaian sopan, mengajak anak2 juga aman, lengkap, arena parkir luas, ada sarana ibadah yg nyaman, toilet bersih, komplit",senang assalam hypermarket mjaga stan kasir bpakaian sopan ajak anak aman lengkap arena parkir luas sarana ibadah nyaman toilet bersih komplit,positif,1
"Lumayan luas, barangnya beraneka ragam. Ada arena bermainnya juga. Sering ada pameran buku islami.",lumayan luas barang aneka ragam arena main pamer buku islami,positif,1
"Favorit banget belanja disini,t4 jajan n kuliner KOMPLIT n enak2,mushola??gak ada..tp MASJID 🤣 mantebhh gak tuh, arena bermain anaknya pun banyak dan murah, banyak yg belom tau kalo harga sembako disini bahkan lebih murah dr lu*es lhow,pokoknya kalo bisa nambah bintang tak tambah lagi😂",favorit belanja jajan kuliner komplit enak mushola masjid mantebhh arena main anak murah bom tau kalo harga sembako murah es lhow pokok kalo nambah bintang,positif,1
"Enakan aja. Kalau pas adzan jadi lebih mudah cepet ke masjid, supermarket yang masjidnya juga super dong. Gak cuman ruang yang muat sedikit orang. Alhamdulillah. Barokallah.",enak pas adzan mudah cepet masjid supermarket masjid super cuman ruang muat orang alhamdulillah barokallah,positif,1
Moment yang dinantikan kalo kesini islamic  book fair. Tapi sedih semenjak corona standnya berkurang banyak 😔,moment nanti kalo kesini islamic book fair sedih semenjak corona standnya kurang,negatif,0
"Hujan lebat, akses dari parkiran motor akan basah jika tidak ada kanopinya.. Mohon diperhatikan",hujan lebat akses parkir motor basah kanopi mohon perhati,negatif,0
"Nyaman, longgar, bersih dan rapi. Produk halal. Variasi barang smg bisa lebih lengkap dan semakin murah lagi. Suka belanja di sini. Tks",nyaman longgar bersih rapi produk halal variasi barang smg lengkap murah suka belanja terima kasih,positif,1
Menjual berbagai kebutuhan pokok. Harganya termasuk paling murah. Sering mengadakan bazar buku dan pakaian muslim.,jual butuh pokok harga murah ada bazar buku pakai muslim,positif,1
"Pas buat ampiran  yg merasa kelelahan, kehausan, kelaparan. Tempatnya lumayan luas, disini jual berbagai kuliner dan makanan",pas ampiran lelah haus lapar tempat lumayan luas jual kuliner makan,positif,1
Tempat langganan kalo belanja bulanaan 😍 harga terjangkau dan lumayan lengkap untuk kebutuhan sehari hari. Ada foodcourt dan masjid juga,langgan kalo belanja bulanaan harga jangkau lumayan lengkap butuh hari foodcourt masjid,positif,1
"Lengkap,murah dan parkir gratis",lengkap murah parkir gratis,positif,1
"Barang yg ditawarkan lengkap,  pelayanan memuaskan,  tempat parkir luas dan harga yg ditawarkan terhitung lebih murah dibandingkan dng outlet yg serupa",barang tawar lengkap layan muas parkir luas harga tawar hitung murah banding dng outlet,positif,1
"Tempat belanja yang murah dan lengkap. Banyak jajanan dan makanan yg enak juga didepannya. Plus sering ada pameran buku, pameran tanaman dll",belanja murah lengkap jajan makan enak depan plus pamer buku pamer tanam dll,positif,1
"Parkir luas gratis,  banyak barang sering promo,  masjid luas,  makanan banyak pilihan dengan harga terjangkau",parkir luas gratis barang promosi masjid luas makan pilih harga jangkau,positif,1
Harga lebih exspensive dibanding lu**s. Tempat belanja sperti lott* mart. Untuk aneka daging ikan atau buah sayur lumayan lengkap,harga exspensive banding belanja sperti lott mart aneka daging ikan buah sayur lumayan lengkap,positif,1
Pusat perbelanjaan islami lokasi di pinggir barat kota solo...agak jauh dr kota solo...tempat parkir luas & gratis...masjid besar dan cukup representatip...tersedia foodcourt,pusat belanja islami lokasi pinggir barat kota solo kota solo parkir luas gratis masjid representatip sedia foodcourt,positif,1
Lengkap dan murah. Hanya saja tidak tertata dengan rapi tiap lorong kebutuhan nya. Parkir gratis,lengkap murah tata rapi lorong butuh parkir gratis,positif,1
"Cocok buat yg mau belanja grosiran harganya lumayan murah apalagi kalo pake kartu member, sering ada event2 juga",cocok belanja grosir harga lumayan murah kalo pake kartu member event,positif,1
Paling suka klo ada promo Anggur disini 😚,suka promosi anggur,positif,1
"tempat belanja hemat,arena bermain anak2 paling murah se solo raya, parkiran luas&gratis, masjid besar&bersih..",belanja hemat arena main anak murah solo raya parkir luas gratis masjid bersih,positif,1
"Kalau belanja keperluan kos semua nya di sini,ga pernah di tempat yang lain, selain harga nya sesuai kantong ,barang2 nya juga lengkap,pelayanan juga bagus",belanja perlu kos harga sesuai kantong barang lengkap layan bagus,positif,1
"parkir gratis,bersih,luas,masjid nya indah
ada komplej Solo Berkuda n latihan panahan",parkir gratis bersih luas masjid indah komplej solo kuda latih panah,positif,1
Jam buka tokonya tidak sesuai yang di pintu masuk. Di pintu jam 08.00 tapi toko bukanya jam 9. Untuk harga barang sangat murah dan pelayanan ramah.,jam buka toko sesuai pintu masuk pintu jam toko buka jam harga barang murah layan ramah,positif,1
barang cukup lengkap. harga bisa bersaing. parkir kendaraan luas. ada foodcourt dan area bermain anak,barang lengkap harga saing parkir kendara luas foodcourt area main anak,positif,1
Nyaman parkir luass,nyaman parkir luass,positif,1
"Barang barangnya murah dan berkualitas, apalagi yang punya muslim tambah semangat belanja kesana",barang barang murah kualitas muslim semangat belanja kesana,positif,1
"Tempat luas n free parking,n ga bikin macet Jalan,kalo pas pameran ramenya waow bgt",luas free parking bikin macet jalan kalo pas pamer ramenya waow banget,positif,1
"Tempatnya luas, lapang, kurang 1. Banyakin tempat duduk dong...😊. Jadi bisa duduk sambil makan buah siap saji disana",tempat luas lapang banyakin duduk duduk makan buah saji sana,positif,1
"Lumayan nyaman, cukup lega tempat belanja dan parkir bukan akhir pekan tak ketinggal aspal baru utk lingkungan dan parkir",lumayan nyaman lega belanja parkir pekan tinggal aspal lingkung parkir,positif,1
"Parkir luas gratis, masjid besar sangat terawat, beli keperluan sehari-hari cukup lengkap",parkir luas gratis masjid awat beli perlu hari lengkap,positif,1
"Supermarket serba ada, mebel, herbal, ada masjid yg bersih, kantin yg beraneka ragam, cuci mobil-motor, jual beli mobil, barber shop, parkir gratis",supermarket serba mebel herbal masjid bersih kantin aneka ragam cuci mobil motor jual beli mobil barber shop parkir gratis,positif,1
Tempat bagus nyaman dan bisa menjd salah satu pilihan utk berbelanja kebutuhan yg sangat lengkap,bagus nyaman menjd salah pilih belanja butuh lengkap,positif,1
"Hipermart, lengkap dg fasilitas serba ada, dr kebutuhan sehari2 sampai belajar berkuda jg ada.",hipermart lengkap fasilitas serba butuh hari ajar kuda,positif,1
Terletak di dekat ums. Tempatnya nyaman aman. Tokonya menjual segala barang buku. Peralatan sekolah . Barang barang kebutuhan sehari hari,letak ums tempat nyaman aman toko jual barang buku alat sekolah barang barang butuh hari,positif,1
Tempat belanja yg nyaman...kualitas brg jg bagus..hrg nya top deh..murah meriah di jamin gak nguras isi dompet...,belanja nyaman kualitas barang bagus harga top murah riah jamin nguras isi dompet,positif,1
"belanja syariah, kalau hari keagamaan buat sholat idul adha dan idul fitri",belanja syariah agama sholat idul adha idul fitri,positif,1
"Di depan ada Masjidnya. Besar, bagus, bersih dan nyaman. Salah satu spot yang nyaman sebagai rest area di daerah Pabelan. Ada soto yang enak di dekat Masjid. Wajib coba😋",masjid bagus bersih nyaman salah spot nyaman rest area daerah pabelan soto enak masjid wajib coba,positif,1
Nyaman berbelanja. Luas. Parkir oke. Ad masjidnya. Toilet oke. *smg kasir keranjang express diadakan lagii.,nyaman belanja luas parkir ad masjid toilet smg kasir keranjang express ada lagi,positif,1
"Tempat belanja yang nyaman, parkirnya luas, masjid nya juga nyaman. Di sini sering juga di pake pameran dan Bazaar buku. Oh iya, arena kulinernya juga asyik.",belanja nyaman parkir luas masjid nyaman pake pamer bazaar buku oh iya arena kuliner asyik,positif,1
"Jika ingin belanja dg nyaman, ini pilihannya
Serba ada, lengkap dan nyaman, parkir luas dan gratizzzzzz... 👍👍",belanja nyaman pilih serba lengkap nyaman parkir luas gratizzzzzz,positif,1
"Ramai, lok luas, parkiran luas, Masjid luas, mo makan di depan tinggal pilih, pokoknya mantab",ramai lok luas parkir luas masjid luas mo makan tinggal pilih pokok mantab,positif,1
"T.O.P barang lengkap pelayanan jogja buangeet cepet dan ramah...
Pertama kali kesini karena sekalian jalan juga jadi recommended buat yang pada berkunjung. 😊😊",barang lengkap layan jogja buangeet cepet ramah kali kesini jalan recommended kunjung,positif,1
1 Lokasi Yg Lumayan Komplit ... Dari Supermarket Fashion Furniture Kuliner Elektronik Otomotif Barbershop & Masjid Yg Luas Bersih,lokasi lumayan komplit supermarket fashion furniture kuliner elektronik otomotif barbershop masjid luas bersih,positif,1
"Salah satu pusat perbelanjaan terlengkap disolo barat, tempat nyaman dan luas, fasilitas jg terawat baik, harga terjangkau",salah pusat belanja lengkap solo barat nyaman luas fasilitas awat harga jangkau,positif,1
"Hampir tiap bulan belanja di sini dengan ownernya AmaloveCare. Suasana islami, harga cukup murah, dekat dengan masjid. Parkirnya gratis lagi",belanja ownernya amalovecare suasana islami harga murah masjid parkir gratis,positif,1
"Tempat Berbelanja yang menyenangkan, harga terbaik, kualitas terjamin, dan pelayanan yg ramah. fasilitas lengkap",belanja senang harga baik kualitas jamin layan ramah fasilitas lengkap,positif,1
"Luas sekali, parkir gratis",luas parkir gratis,positif,1
"Luas, banyak pameran, barang lengkap, bwr AC, pelayanan ramah..... langganan bulanan kalo kesini",luas pamer barang lengkap bwr ac layan ramah langgan bulan kalo kesini,positif,1
"Parkir luas, jenis barang dijual lebih variatif dibanding superindo (mungkin sedikit lebih mahal).",parkir luas jenis barang jual variatif banding superindo mahal,positif,1
"+ kasir banyak dan beroperasi semua
+ pelayanan ramah
+ parkir luas

- pilihan barang kurang bervariasi (busana, alat masak, kosmetik)",kasir operasi layan ramah parkir luas pilih barang variasi busana alat masak kosmetik,positif,1
Lumayan buahny lengkap... banyak promo...,lumayan buahny lengkap promosi,positif,1
"Tempat belanja yg nyaman & murah.... Ada masjid besar, gak khawatir terlambat waktu sholat 😍",belanja nyaman murah masjid khawatir lambat sholat,positif,1
Tempat ternyaman buat beli belajaan mingguan maupun bulanan,nyaman beli baja minggu bulan,positif,1
"cocok untuk belanja bulanan, ada masjid, parkir lumayan luas (gratis) ada tempat untuk mainan anak juga",cocok belanja bulan masjid parkir lumayan luas gratis main anak,positif,1
"Pusat belanja, refreshing,wisata kuliner, pameran buku dan busana muslim dan herbal, hiburan, semuanya ada. Parkir luas.",pusat belanja refreshing wisata kuliner pamer buku busana muslim herbal hibur parkir luas,positif,1
Tempat strategis sangat luas mulai dari gedung dan parkir. Pelayanan bagus barang barang bagus dan sangat lengkap dan profesional.,strategis luas gedung parkir layan bagus barang barang bagus lengkap profesional,positif,1
"Tempat luas,  cocok utk anak anak,  ada masjid,  parkir gratis,  banyak kuliner",luas cocok anak anak masjid parkir gratis kuliner,positif,1
"Tampat nya besar parkir motor/mobil luas
Makanan nya disana enak dan menarik",tampat parkir motor mobil luas makan sana enak tarik,positif,1
"Pelayanan ramah, hrg tdk mahal, lengkap, bnyk stand makanan, dkt masjid...nuansa islami",layan ramah harga mahal lengkap bnyk stand makan dkt masjid nuansa islami,positif,1
Swalayan favorit di Solo. Ada fasilitas masjid yg sangat nyaman. Setelah selesai kajian Ahad pagi biasanya belanja buah d Hypermart,swalayan favorit solo fasilitas masjid nyaman selesai kaji ahad pagi belanja buah hypermart,positif,1
"Nyaman dan aman utk berbelanja, prokes utama, harga jg murah.. selalu ada promo",nyaman aman belanja prokes utama harga murah promosi,positif,1
"Tempat belanja yg nyaman parkir luas dan gratis, tersedia masjid yg Selalu sholat berjamaah,",belanja nyaman parkir luas gratis sedia masjid sholat jamaah,positif,1
Alhamdulillah.... segala kebutuhan rumah tangga bisa didapatkan di Assalaam hypermarket....kulinernya juga lengkap murah dan enak..... masjidnya bagusss.. nyaman untuk ibadah,alhamdulillah butuh rumah tangga dapat assalaam hypermarket kuliner lengkap murah enak masjid bagusss nyaman ibadah,positif,1
